#{"t_start": 1539879220.1739306, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,988,8.01987
-21.0,879,10.716976
-20.0,922,13.610924
-20.0,1038,16.806613
-21.0,791,19.271431
-21.0,965,22.299349
-21.0,762,24.731429
-20.0,837,27.490524
-20.0,1085,31.292763
-19.0,988,34.576463
-21.0,817,37.941394
-20.0,867,44.738916
-21.0,905,51.635412
-20.0,853,58.081041
-21.0,818,64.263478
-21.0,821,70.429239
-21.0,870,77.259705
-19.0,1207,86.844806
-19.0,1008,95.135954
-20.0,962,102.309669
-20.0,979,109.761513
-21.0,876,116.383366
-20.0,834,122.916733
-21.0,758,128.607648
-21.0,883,135.138954
-21.0,833,141.342101
-21.0,908,148.083435
-21.0,791,153.99056
-20.0,903,160.858654
-20.0,958,168.11256
-20.0,901,174.879467
-20.0,923,181.766052
-21.0,1030,189.414528
-21.0,879,195.896186
-19.0,1052,203.712959
-20.0,924,210.829052
-19.0,983,218.581576
-20.0,839,224.609742
-20.0,1013,230.603765
-20.0,980,236.334878
-21.0,1044,242.411774
-20.0,946,247.8865
-20.0,984,253.885456
-18.0,1161,260.688866
-21.0,761,266.326424
-20.0,878,272.862133
-20.0,959,280.046555
-20.0,897,286.725431
-21.0,970,293.973113
-21.0,885,300.559382
-21.0,1000,308.113102
-21.0,788,314.042499
-21.0,884,320.550909
-21.0,842,326.783357
-20.0,962,333.946778
-21.0,884,340.595942
-21.0,789,345.787806
-20.0,960,351.385258
-21.0,1002,357.205764
-20.0,1013,363.091893
-20.0,885,368.227946
-19.0,933,373.643373
-21.0,842,378.533916
-20.0,931,383.958325
-20.0,1036,389.957868
-19.0,1092,396.305258
-20.0,937,401.762006
-20.0,1068,407.987219
-20.0,992,413.727522
-21.0,909,418.995175
-20.0,896,424.217063
-17.0,1120,430.724915
-19.0,1110,437.168835
-19.0,1115,443.627131
-20.0,909,448.902035
-21.0,847,453.804485
-20.0,988,459.58503
-18.0,1069,465.866705
-20.0,961,471.467986
-20.0,1289,478.975654
-20.0,838,483.832232
-21.0,780,488.394464
-20.0,925,493.751951
-21.0,971,499.388263
-19.0,1076,505.622774
-20.0,1013,511.537963
-21.0,1120,518.049487
-21.0,994,523.855584
-21.0,837,528.705322
-21.0,896,533.909494
-21.0,841,538.792101
-19.0,974,544.439882
-20.0,874,549.52826
-19.0,1088,555.848491
-21.0,809,560.660719
-20.0,1031,566.66882
-21.0,907,571.917807
-20.0,978,577.594858
-20.0,957,583.157216
-21.0,839,588.086808
-20.0,1024,594.109317
-19.0,1250,601.44974
-18.0,1100,607.815202
-20.0,1125,614.34075
-21.0,935,619.749919
-19.0,1054,626.168485
-20.0,983,631.830353
-19.0,973,637.471014
-21.0,856,642.465014
-21.0,810,647.164786
-21.0,915,652.490582
-20.0,989,658.240213
-20.0,956,663.782408
-21.0,837,668.625621
-19.0,1065,674.820791
-20.0,1190,681.707112
-20.0,990,687.839565
-21.0,841,692.682217
-20.0,926,698.017284
-19.0,1182,704.88959
-21.0,908,710.148682
-20.0,1069,716.355678
-20.0,883,721.471602
-20.0,1041,727.503843
-19.0,1049,733.579468
-21.0,922,738.941081
-20.0,1016,744.844597
-20.0,1121,751.346375
-20.0,1203,758.339425
-20.0,991,764.099648
-20.0,971,769.715964
-21.0,869,774.757751
-20.0,1034,780.75113
-18.0,1135,787.322266
-20.0,1068,793.500172
-21.0,939,798.953215
-16.0,1402,809.430183
-18.0,1291,819.475963
-20.0,1001,827.029606
-18.0,1243,836.274161
-20.0,1080,844.463162
-18.0,1081,852.846151
-19.0,1155,861.898146
-20.0,1053,870.19979
-19.0,1174,880.045052
-20.0,1003,888.029359
-20.0,1098,896.720504
-21.0,1036,904.882322
-21.0,972,912.074264
-17.0,1274,921.893352
-19.0,1434,933.120045
-16.0,1565,945.181415
-19.0,1367,956.202754
-18.0,1050,964.235972
-20.0,982,971.633207
-20.0,1218,980.952841
-20.0,1144,989.705615
-18.0,1272,1000.133338
-19.0,1128,1008.801004
-20.0,996,1016.28623
-19.0,1089,1024.462937
-19.0,1392,1035.46632
-21.0,1009,1042.237922
-19.0,1304,1049.859696
-16.0,1321,1057.575562
-19.0,1261,1064.955401
-16.0,1488,1073.66026
-16.0,1305,1081.275609
-18.0,1310,1088.905211
-17.0,1143,1095.859195
-16.0,1426,1104.100612
-20.0,1084,1110.385335
-20.0,1219,1117.472678
-17.0,1210,1124.509367
-19.0,1125,1131.030665
-20.0,1125,1137.562551
-19.0,1311,1145.355669
-21.0,1095,1153.902371
-19.0,1299,1163.499756
-17.0,1376,1173.767895
-18.0,1253,1183.228627
-19.0,1178,1192.328373
-19.0,1142,1200.928289
-17.0,1128,1209.582829
-19.0,1536,1221.272386
-16.0,1463,1232.815911
-19.0,1191,1241.756398
-16.0,1387,1252.428379
-21.0,1398,1263.577904
-16.0,1493,1275.025452
-15.0,1471,1286.926221
-21.0,1259,1296.507752
-20.0,1262,1306.009563
-19.0,1396,1316.888212
-17.0,1723,1329.8523
-21.0,1245,1339.22319
-15.0,1554,1350.901276
-16.0,1688,1363.55719
-14.0,1979,1378.173741
-19.0,1301,1387.710113
-19.0,1229,1396.162505
-19.0,1332,1404.090553
-20.0,1433,1412.477691
-17.0,1499,1421.538787
-17.0,1514,1432.49329
-17.0,1669,1444.587426
-17.0,1657,1457.151609
-19.0,1583,1468.359622
-16.0,1583,1479.67119
-19.0,1582,1491.205754
-20.0,1379,1501.502466
-17.0,1498,1512.475911
-16.0,1497,1524.22586
-16.0,1660,1536.371302
-14.0,2015,1550.935693
-17.0,1608,1562.601926
-18.0,1589,1574.715982
-16.0,1694,1587.41344
-17.0,1645,1600.909557
-20.0,1627,1613.936373
-20.0,1436,1624.648741
-16.0,1775,1638.019001
-19.0,1760,1651.261083
-18.0,1596,1660.922686
-17.0,1491,1669.645845
-15.0,1522,1678.906867
-18.0,1455,1687.362383
-19.0,1555,1696.410881
-17.0,1865,1707.259012
-19.0,1409,1715.525876
-18.0,1520,1724.383197
-17.0,1691,1734.611917
-19.0,1711,1744.553924
-18.0,1656,1754.196667
-19.0,1458,1762.773899
-16.0,1661,1772.420271
-19.0,1533,1781.313086
-15.0,2122,1794.33871
-20.0,1320,1802.018489
-16.0,1430,1810.327627
-17.0,1487,1818.96769
-16.0,1725,1828.987426
-17.0,1261,1836.336995
-15.0,1888,1847.707029
-19.0,1349,1855.56607
-19.0,1537,1864.528381
-16.0,1584,1873.757265
-21.0,809,1878.479851
-20.0,1338,1886.277125
-18.0,1738,1896.776082
-17.0,1851,1908.519581
-19.0,1493,1918.381579
-18.0,1864,1929.692698
-19.0,1713,1940.004521
-20.0,1835,1951.43789
-19.0,1765,1962.426614
-19.0,1876,1973.758288
-19.0,1574,1983.658498
-20.0,1341,1991.901272
-18.0,1477,2000.731631
-15.0,2304,2014.681048
-15.0,2493,2029.761306
-17.0,2229,2043.031371
-15.0,2490,2057.929758
-11.0,2745,2074.900687
-14.0,2191,2089.163031
-14.0,1984,2102.115176
-14.0,2997,2120.714727
-15.0,2317,2134.831682
-13.0,2306,2148.343792
-14.0,2703,2165.320437
-17.0,1901,2176.853483
-17.0,1778,2187.493912
-13.0,2329,2202.003866
-16.0,1647,2212.141459
-12.0,2270,2226.121381
-15.0,2673,2242.95077
-17.0,2414,2257.95774
-17.0,1823,2269.526419
-12.0,2405,2286.105087
-19.0,1364,2294.124502
-17.0,2384,2308.364442
-11.0,3538,2329.643325
-11.0,2580,2346.325825
-17.0,2620,2362.502422
-14.0,2804,2379.750082
-9.0,2784,2396.835772
-17.0,2124,2410.671938
-16.0,2190,2424.481428
-10.0,2669,2440.700714
-20.0,1590,2449.95161
-14.0,2135,2462.747288
-15.0,1654,2473.098114
-16.0,1891,2484.904948
-13.0,2192,2498.514992
-14.0,3034,2517.301018
-17.0,1732,2527.965172
-9.0,2626,2543.511218
-16.0,2317,2557.565402
-15.0,3560,2579.086339
-10.0,3313,2599.560811
-14.0,2697,2615.866137
-14.0,2356,2630.070672
-14.0,2763,2647.959631
-16.0,2054,2660.461736
-16.0,2794,2677.608862
-17.0,2648,2694.165513
-16.0,2024,2706.103757
-20.0,2410,2720.812464
-19.0,1869,2732.260468
-8.0,3411,2753.388798
-12.0,2951,2771.812319
-12.0,3051,2789.832576
-16.0,2499,2804.892145
-17.0,1965,2816.422213
-18.0,2342,2830.535712
-12.0,2988,2847.937531
-13.0,3693,2869.442656
-17.0,3536,2890.788382
-14.0,2873,2907.547865
-15.0,2652,2923.062585
-9.0,3847,2945.638159
-8.0,2672,2962.284675
-16.0,2531,2977.018982
-15.0,2864,2993.726292
-10.0,2468,3008.564735
-13.0,2118,3020.897054
-11.0,2890,3037.760898
-17.0,2319,3054.298094
-7.0,2702,3077.793021
-3.0,2942,3100.356798
-15.0,2664,3116.768041
-16.0,2542,3131.998651
-14.0,3118,3151.294488
-16.0,2556,3166.422992
-19.0,1985,3178.126576
-16.0,3386,3198.140996
-14.0,3222,3217.398404
-16.0,2193,3230.32569
-5.0,2666,3246.013609
-7.0,3242,3265.828975
-5.0,3172,3284.556725
-13.0,2397,3299.644094
-11.0,2271,3316.686428
-12.0,2447,3335.354064
-17.0,2215,3351.680572
-15.0,2290,3368.558629
-12.0,2696,3388.438006
-6.0,2918,3411.927536
-8.0,2936,3433.442739
-18.0,2342,3450.66155
-13.0,2880,3471.692394
-16.0,2015,3487.842707
-15.0,2472,3506.572332
-11.0,2532,3525.665828
-15.0,2300,3543.025109
-7.0,3787,3572.24316
-11.0,2807,3593.454439
-10.0,3167,3617.622464
-10.0,2983,3641.595446
1.0,3821,3670.409318
-7.0,3828,3699.262677
-17.0,2608,3719.725757
-7.0,2845,3739.981201
-10.0,2555,3754.970065
-2.0,2912,3772.017745
-10.0,2122,3785.20675
-5.0,3146,3803.912859
-8.0,2647,3824.358885
-4.0,3122,3847.445825
-2.0,3098,3871.310688
-10.0,2137,3887.565713
-17.0,1274,3897.195423
-7.0,2442,3915.752565
-9.0,2541,3935.859894
-19.0,1290,3945.479682
4.0,2989,3967.947658
-5.0,3505,3995.761142
-5.0,2829,4017.484334
-7.0,3264,4042.260474
-12.0,2661,4062.343955
-16.0,1710,4076.015744
-12.0,2029,4091.437361
-10.0,2934,4113.682705
-11.0,2518,4132.679238
-4.0,3311,4158.555825
-5.0,3304,4183.729679
-5.0,3016,4206.447767
2.0,3701,4235.576669
-6.0,2639,4255.623331
-6.0,3071,4278.706235
-11.0,2579,4298.114883
-7.0,3219,4323.050916
-2.0,3606,4350.145161
-9.0,2757,4371.116471
-6.0,3138,4395.607028
-7.0,3364,4421.17198
-9.0,2783,4442.431008
-9.0,2831,4465.245575
-13.0,2559,4484.67059
-9.0,2963,4507.010293
-6.0,3200,4532.00441
-7.0,3234,4556.556767
1.0,4584,4591.562226
-7.0,3424,4618.642799
-11.0,2403,4636.886222
